     Pays de destination,Date,Value,continent,Continent Total
     Tanzanie,2020-02-01,12093.740930000002,AFRIQUE,23130.450796999998
     Zambie,2020-02-01,12656.882,AFRIQUE,35787.332796999995
     Zimbabwe,2020-02-01,0.002,AFRIQUE,35787.334796999996
     Autres pays d'Afrique,2020-02-01,4984.9710000000005,AFRIQUE,40772.30579699999
 IV. AMERIQUE,2020-02-01,5784.85932,AFRIQUE,46557.165117
       Etats-Unis ,2020-02-01,2580.3388199999995,AFRIQUE,49137.503936999994
       Canada,2020-02-01,189.556,AFRIQUE,49327.05993699999
       Autres pays d'Amérique,2020-02-01,3014.9645,AFRIQUE,52342.02443699999
  V. OCEANIE,2020-02-01,0.115,AFRIQUE,52342.13943699999
        Australie,2020-02-01,0.114,AFRIQUE,52342.25343699999
        Autres,2020-02-01,0.001,AFRIQUE,52342.25443699999
 VI. PAYS NON SPECIFIES,2020-02-01,0.0,AFRIQUE,52342.25443699999
TOTAL,2020-02-01,94923.925453,AFRIQUE,147266.17989
  I. EUROPE,2020-03-01,10795.612985,AFRIQUE,158061.79287499998
   1. Union Européenne,2020-03-01,5181.565585,AFRIQUE,163243.35846
     Allemagne,2020-03-01,372.6955,AFRIQUE,163616.05396
     Belgique - Luxembourg,2020-03-01,903.0120450000001,AFRIQUE,164519.066005
     Danemark,2020-03-01,33.8879,AFRIQUE,164552.953905
     France,2020-03-01,632.82114,AFRIQUE,165185.77504500002
     Irlande,2020-03-01,9.9,AFRIQUE,165195.675045
     Italie,2020-03-01,499.855,AFRIQUE,165695.53004500002
     Pays-Bas,2020-03-01,189.954,AFRIQUE,165885.48404500002
     Autres pays de l'U.E.,2020-03-01,2539.4400000000005,AFRIQUE,168424.92404500002
   2. AUTRES,2020-03-01,5614.0474,AFRIQUE,174038.97144500003
     Suisse,2020-03-01,1.101,AFRIQUE,174040.07244500003
     Turquie,2020-03-01,1903.9939,AFRIQUE,175944.06634500003
     Royaume-Uni,2020-03-01,152.6845,AFRIQUE,176096.75084500003
     Russie,2020-03-01,1260.218,AFRIQUE,177356.96884500002
     Autres pays d'Europe,2020-03-01,2296.05,AFRIQUE,179653.018845
II. ASIE,2020-03-01,40519.71234299999,,
     Arabie Saoudite,2020-03-01,20798.920092999997,ASIE,20798.920092999997
     Bangladesh,2020-03-01,0.334,ASIE,20799.254092999996
     Corée du Nord,2020-03-01,36.92,ASIE,20836.174092999994
     Corée du Sud,2020-03-01,92.41419,ASIE,20928.588282999994
     Emirats Arabes Unis,2020-03-01,6467.164804000001,ASIE,27395.753086999994
     Hong-Kong,2020-03-01,0.737,ASIE,27396.490086999995
     Japon,2020-03-01,1296.59854,ASIE,28693.088626999994
     Pakistan,2020-03-01,145.6406,ASIE,28838.729226999993
     Rép. Pop. de Chine,2020-03-01,5752.258829999993,ASIE,34590.98805699999
     Taiwan,2020-03-01,0.059,ASIE,34591.04705699999
     Union Indienne,2020-03-01,3986.8515540000003,ASIE,38577.89861099999
     Autres pays d'Asie,2020-03-01,1941.8137319999998,ASIE,40519.71234299999
III. AFRIQUE,2020-03-01,47996.934141,,
     Afrique du Sud,2020-03-01,127.66536,AFRIQUE,127.66536
Egypte,2020-03-01,500.24716099999995,AFRIQUE,627.912521
     Kenya,2020-03-01,3470.6791499999986,AFRIQUE,4098.591670999998
     Ouganda,2020-03-01,3087.4491000000003,AFRIQUE,7186.040770999998
     R.D.C.(1) ,2020-03-01,2668.1039,AFRIQUE,9854.144670999998
     Rwanda,2020-03-01,232.4345,AFRIQUE,10086.579170999998
     Tanzanie,2020-03-01,18653.54497,AFRIQUE,28740.124140999997
     Zambie,2020-03-01,17591.066,AFRIQUE,46331.190141
     Autres pays d'Afrique,2020-03-01,1665.7440000000001,AFRIQUE,47996.934141
 IV. AMERIQUE,2020-03-01,2270.609035,AFRIQUE,50267.543176
       Etats-Unis ,2020-03-01,214.832935,AFRIQUE,50482.376111
       Canada,2020-03-01,46.718,AFRIQUE,50529.094111
       Autres pays d'Amérique,2020-03-01,2009.0581,AFRIQUE,52538.152211
  V. OCEANIE,2020-03-01,38.206099999999985,AFRIQUE,52576.358311
        Australie,2020-03-01,38.206099999999985,AFRIQUE,52614.56441100001
 VI. PAYS NON SPECIFIES,2020-03-01,0.0,AFRIQUE,52614.56441100001
TOTAL,2020-03-01,101621.07460399998,AFRIQUE,154235.639015
  I. EUROPE,2020-04-01,11330.559650000001,AFRIQUE,165566.198665
   1. Union Européenne,2020-04-01,2655.53974,AFRIQUE,168221.738405
     Allemagne,2020-04-01,597.1655999999999,AFRIQUE,168818.90400500002
     Belgique - Luxembourg,2020-04-01,994.1015900000001,AFRIQUE,169813.00559500002
     Danemark,2020-04-01,4.402,AFRIQUE,169817.40759500003
     Espagne,2020-04-01,16.181,AFRIQUE,169833.58859500004
     France,2020-04-01,644.766,AFRIQUE,170478.35459500004
     Grèce,2020-04-01,37.662,AFRIQUE,170516.01659500005
     Irlande,2020-04-01,0.0,AFRIQUE,170516.01659500005
     Italie,2020-04-01,189.958,AFRIQUE,170705.97459500007
     Pays-Bas,2020-04-01,163.22955,AFRIQUE,170869.20414500005
     Roumanie,2020-04-01,0.007,AFRIQUE,170869.21114500007
     Autres pays de l'U.E.,2020-04-01,8.066999999999998,AFRIQUE,170877.27814500008
   2. AUTRES,2020-04-01,8675.01991,AFRIQUE,179552.29805500008
     Suisse,2020-04-01,4.245,AFRIQUE,179556.54305500007
     Turquie,2020-04-01,2256.48891,AFRIQUE,181813.0319650001
     Royaume-Uni,2020-04-01,338.516,AFRIQUE,182151.5479650001
     Russie,2020-04-01,4000.0,AFRIQUE,186151.5479650001
     Autres pays d'Europe,2020-04-01,2075.77,AFRIQUE,188227.31796500008
II. ASIE,2020-04-01,32309.267818000008,,
     Arabie Saoudite,2020-04-01,14321.482700000004,ASIE,14321.482700000004
     Corée du Nord,2020-04-01,8.452,ASIE,14329.934700000003
     Corée du Sud,2020-04-01,51.28,ASIE,14381.214700000004
     Emirats Arabes Unis,2020-04-01,4594.556817,ASIE,18975.771517000005
     Hong-Kong,2020-04-01,27.564,ASIE,19003.335517000003
     Iran,2020-04-01,8.901,ASIE,19012.236517000005
     Japon,2020-04-01,1358.56271,ASIE,20370.799227000003
     Pakistan,2020-04-01,97.597,ASIE,20468.396227000005
     Rép. Pop. de Chine,2020-04-01,5625.93744,ASIE,26094.333667000006
     Taiwan,2020-04-01,0.0,ASIE,26094.333667000006
     Union Indienne,2020-04-01,4759.431310999999,ASIE,30853.764978000007
     Autres pays d'Asie,2020-04-01,1455.5028399999999,ASIE,32309.267818000008
III. AFRIQUE,2020-04-01,35413.504310000004,,
     Afrique du Sud,2020-04-01,598.181,AFRIQUE,598.181
Egypte,2020-04-01,2232.7898000000005,AFRIQUE,2830.9708000000005
     Kenya,2020-04-01,2781.45443,AFRIQUE,5612.425230000001
     Ouganda,2020-04-01,2229.55008,AFRIQUE,7841.975310000001
     R.D.C.(1) ,2020-04-01,82.156,AFRIQUE,7924.131310000001
     Rwanda,2020-04-01,2.092,AFRIQUE,7926.22331
     Tanzanie,2020-04-01,15666.962,AFRIQUE,23593.18531
     Zambie,2020-04-01,10810.852,AFRIQUE,34404.03731
     Zimbabwe,2020-04-01,0.775,AFRIQUE,34404.81231
     Autres pays d'Afrique,2020-04-01,1008.692,AFRIQUE,35413.504310000004
 IV. AMERIQUE,2020-04-01,339.649533,AFRIQUE,35753.15384300001
       Etats-Unis ,2020-04-01,211.09153300000003,AFRIQUE,35964.245376000006
       Canada,2020-04-01,128.558,AFRIQUE,36092.803376
       Autres pays d'Amérique,2020-04-01,0.0,AFRIQUE,36092.803376
  V. OCEANIE,2020-04-01,40.351,AFRIQUE,36133.154376000006
        Australie,2020-04-01,40.351,AFRIQUE,36173.50537600001
 VI. PAYS NON SPECIFIES,2020-04-01,0.0,AFRIQUE,36173.50537600001
TOTAL,2020-04-01,79433.33231100002,AFRIQUE,115606.83768700002
  I. EUROPE,2020-05-01,8622.14587,AFRIQUE,124228.98355700003
   1. Union Européenne,2020-05-01,5027.8194300000005,AFRIQUE,129256.80298700003
     Allemagne,2020-05-01,1144.461,AFRIQUE,130401.26398700003
     Belgique - Luxembourg,2020-05-01,1190.25483,AFRIQUE,131591.51881700003
     Danemark,2020-05-01,29.2912,AFRIQUE,131620.81001700004
     Espagne,2020-05-01,0.9633999999999999,AFRIQUE,131621.77341700005
     France,2020-05-01,96.943,AFRIQUE,131718.71641700005
     Grèce,2020-05-01,0.0,AFRIQUE,131718.71641700005
     Irlande,2020-05-01,0.016,AFRIQUE,131718.73241700005
     Italie,2020-05-01,362.274,AFRIQUE,132081.00641700006
     Pays-Bas,2020-05-01,173.80500000000004,AFRIQUE,132254.81141700005
     Roumanie,2020-05-01,0.0,AFRIQUE,132254.81141700005
     Autres pays de l'U.E.,2020-05-01,2029.811,AFRIQUE,134284.62241700004
   2. AUTRES,2020-05-01,3594.32644,AFRIQUE,137878.94885700004
     Suisse,2020-05-01,4.085,AFRIQUE,137883.03385700003
     Turquie,2020-05-01,746.59344,AFRIQUE,138629.62729700003
     Royaume-Uni,2020-05-01,408.771,AFRIQUE,139038.39829700004
     Russie,2020-05-01,1930.485,AFRIQUE,140968.88329700002
     Autres pays d'Europe,2020-05-01,504.392,AFRIQUE,141473.27529700001
II. ASIE,2020-05-01,31522.790867000007,,
     Arabie Saoudite,2020-05-01,15345.89989,ASIE,15345.89989
     Corée du Nord,2020-05-01,0.0,ASIE,15345.89989
     Corée du Sud,2020-05-01,12.375,ASIE,15358.27489
     Emirats Arabes Unis,2020-05-01,6957.877257,ASIE,22316.152147
     Hong-Kong,2020-05-01,16.661,ASIE,22332.813147
     Iran,2020-05-01,0.0,ASIE,22332.813147
     Japon,2020-05-01,719.205,ASIE,23052.018147000003
     Pakistan,2020-05-01,49.185,ASIE,23101.203147000004
     Rép. Pop. de Chine,2020-05-01,6089.44712,ASIE,29190.650267000005
     Taiwan,2020-05-01,0.035,ASIE,29190.685267000004
     Union Indienne,2020-05-01,1083.5201000000004,ASIE,30274.205367000006
     Autres pays d'Asie,2020-05-01,1248.5855,ASIE,31522.790867000007
III. AFRIQUE,2020-05-01,32494.64355,,
     Afrique du Sud,2020-05-01,133.8245,AFRIQUE,133.8245
Egypte,2020-05-01,384.16701,AFRIQUE,517.9915100000001
     Kenya,2020-05-01,1879.8806599999996,AFRIQUE,2397.8721699999996
     Ouganda,2020-05-01,3339.14588,AFRIQUE,5737.01805
     R.D.C.(1) ,2020-05-01,167.1685,AFRIQUE,5904.186549999999
     Rwanda,2020-05-01,28.382,AFRIQUE,5932.568549999999
     Tanzanie,2020-05-01,16212.749,AFRIQUE,22145.31755
     Zambie,2020-05-01,8029.87,AFRIQUE,30175.18755
     Zimbabwe,2020-05-01,0.0,AFRIQUE,30175.18755
     Autres pays d'Afrique,2020-05-01,2319.456,AFRIQUE,32494.64355
 IV. AMERIQUE,2020-05-01,395.58660000000003,AFRIQUE,32890.23015
       Etats-Unis ,2020-05-01,242.88760000000005,AFRIQUE,33133.117750000005
       Canada,2020-05-01,151.444,AFRIQUE,33284.56175000001
       Autres pays d'Amérique,2020-05-01,1.255,AFRIQUE,33285.816750000005
  V. OCEANIE,2020-05-01,61.4063,AFRIQUE,33347.22305000001
        Australie,2020-05-01,61.4063,AFRIQUE,33408.62935000001
 VI. PAYS NON SPECIFIES,2020-05-01,0.0,AFRIQUE,33408.62935000001
TOTAL,2020-05-01,73096.57318700002,AFRIQUE,106505.20253700003
  I. EUROPE,2020-06-01,25655.84975,AFRIQUE,132161.05228700003
   1. Union Européenne,2020-06-01,6064.2966400000005,AFRIQUE,138225.348927
     Allemagne,2020-06-01,290.16969,AFRIQUE,138515.51861700002
     Belgique - Luxembourg,2020-06-01,3476.06095,AFRIQUE,141991.57956700004
     Danemark,2020-06-01,13.6912,AFRIQUE,142005.27076700004
     Espagne,2020-06-01,59.085,AFRIQUE,142064.35576700003
     France,2020-06-01,1610.4491,AFRIQUE,143674.80486700003
     Grèce,2020-06-01,20.9795,AFRIQUE,143695.78436700001
     Italie,2020-06-01,386.596,AFRIQUE,144082.380367
     Pays-Bas,2020-06-01,195.9362,AFRIQUE,144278.316567
     Autres pays de l'U.E.,2020-06-01,11.329,AFRIQUE,144289.645567
   2. AUTRES,2020-06-01,19591.55311,AFRIQUE,163881.198677
     Suisse,2020-06-01,1.621,AFRIQUE,163882.81967700002
     Turquie,2020-06-01,964.6714199999999,AFRIQUE,164847.49109700002
     Royaume-Uni,2020-06-01,13960.17569,AFRIQUE,178807.66678700002
     Russie,2020-06-01,4639.0,AFRIQUE,183446.66678700002
     Autres pays d'Europe,2020-06-01,26.085,AFRIQUE,183472.75178700002
II. ASIE,2020-06-01,42610.273868,,
     Arabie Saoudite,2020-06-01,22207.241863000003,ASIE,22207.241863000003
     Bangladesh,2020-06-01,23.491,ASIE,22230.732863000005
     Corée du Nord,2020-06-01,45.56,ASIE,22276.292863000006
     Corée du Sud,2020-06-01,110.923,ASIE,22387.215863000005
     Emirats Arabes Unis,2020-06-01,7560.344274999999,ASIE,29947.560138000004
     Hong-Kong,2020-06-01,32.1776,ASIE,29979.737738000003
     Japon,2020-06-01,652.996,ASIE,30632.733738000003
     Pakistan,2020-06-01,134.944,ASIE,30767.677738000002
     Rép. Pop. de Chine,2020-06-01,7782.62174,ASIE,38550.299478
     Taiwan,2020-06-01,0.001,ASIE,38550.300478
     Union Indienne,2020-06-01,2447.2694800000004,ASIE,40997.569958
     Autres pays d'Asie,2020-06-01,1612.7039099999997,ASIE,42610.273868
III. AFRIQUE,2020-06-01,37154.260537999995,,
     Afrique du Sud,2020-06-01,214.903,AFRIQUE,214.903
Egypte,2020-06-01,941.864,AFRIQUE,1156.767
     Kenya,2020-06-01,2445.91795,AFRIQUE,3602.68495
     Ouganda,2020-06-01,3391.8057999999996,AFRIQUE,6994.490749999999
     R.D.C.(1) ,2020-06-01,1076.785,AFRIQUE,8071.275749999999
     Rwanda,2020-06-01,55.397,AFRIQUE,8126.672749999999
     Tanzanie,2020-06-01,14756.987787999999,AFRIQUE,22883.660537999996
     Zambie,2020-06-01,12407.794,AFRIQUE,35291.454538
     Autres pays d'Afrique,2020-06-01,1862.8060000000003,AFRIQUE,37154.260537999995
 IV. AMERIQUE,2020-06-01,1496.86204,AFRIQUE,38651.122577999995
       Etats-Unis ,2020-06-01,1401.296,AFRIQUE,40052.418578
       Canada,2020-06-01,92.01603999999999,AFRIQUE,40144.434618
       Autres pays d'Amérique,2020-06-01,3.55,AFRIQUE,40147.984618
  V. OCEANIE,2020-06-01,40.528,AFRIQUE,40188.512618
        Australie,2020-06-01,40.528,AFRIQUE,40229.040618
 VI. PAYS NON SPECIFIES,2020-06-01,0.0,AFRIQUE,40229.040618
TOTAL,2020-06-01,106957.774196,AFRIQUE,147186.81481399998
  I. EUROPE,2020-07-01,8353.50551,AFRIQUE,155540.32032399997
   1. Union Européenne,2020-07-01,5986.999750000001,AFRIQUE,161527.32007399996
     Allemagne,2020-07-01,310.72891999999996,AFRIQUE,161838.04899399995
     Belgique - Luxembourg,2020-07-01,1675.287,AFRIQUE,163513.33599399996
     Danemark,2020-07-01,66.2345,AFRIQUE,163579.57049399996
     Espagne,2020-07-01,35.76893,AFRIQUE,163615.33942399995
     France,2020-07-01,163.16997999999998,AFRIQUE,163778.50940399995
     Irlande,2020-07-01,0.0,AFRIQUE,163778.50940399995
     Italie,2020-07-01,141.03148,AFRIQUE,163919.54088399996
     Pays-Bas,2020-07-01,215.01239999999999,AFRIQUE,164134.55328399997
     Portugal,2020-07-01,338.351,AFRIQUE,164472.90428399996
     Roumanie,2020-07-01,0.005,AFRIQUE,164472.90928399996
     Autres pays de l'U.E.,2020-07-01,3041.4105400000003,AFRIQUE,167514.31982399998
   2. AUTRES,2020-07-01,2366.5057599999996,AFRIQUE,169880.82558399998
     Suisse,2020-07-01,3.407,AFRIQUE,169884.23258399998
     Turquie,2020-07-01,1207.70576,AFRIQUE,171091.938344
     Royaume-Uni,2020-07-01,369.689,AFRIQUE,171461.627344
     Russie,2020-07-01,756.06,AFRIQUE,172217.687344
     Autres pays d'Europe,2020-07-01,29.644,AFRIQUE,172247.331344
II. ASIE,2020-07-01,42213.368023999996,,
     Arabie Saoudite,2020-07-01,21058.869875,ASIE,21058.869875
     Bangladesh,2020-07-01,0.0,ASIE,21058.869875
     Corée du Nord,2020-07-01,0.0,ASIE,21058.869875
     Corée du Sud,2020-07-01,161.971,ASIE,21220.840875
     Emirats Arabes Unis,2020-07-01,6068.741651999999,ASIE,27289.582527
     Hong-Kong,2020-07-01,14.202,ASIE,27303.784527
     Japon,2020-07-01,658.439798,ASIE,27962.224325
     Pakistan,2020-07-01,60.191,ASIE,28022.415324999998
     Rép. Pop. de Chine,2020-07-01,7954.812609999998,ASIE,35977.227934999995
     Taiwan,2020-07-01,0.01,ASIE,35977.237935
     Union Indienne,2020-07-01,4428.934089,ASIE,40406.172024
     Autres pays d'Asie,2020-07-01,1807.196,ASIE,42213.368023999996
III. AFRIQUE,2020-07-01,44054.347291000005,,
     Afrique du Sud,2020-07-01,56.96749,AFRIQUE,56.96749
Egypte,2020-07-01,1753.05718,AFRIQUE,1810.02467
     Kenya,2020-07-01,3713.298499999999,AFRIQUE,5523.323169999999
     Ouganda,2020-07-01,4779.556961,AFRIQUE,10302.880130999998
     R.D.C.(1) ,2020-07-01,3017.205,AFRIQUE,13320.085130999998
     Rwanda,2020-07-01,48.839,AFRIQUE,13368.924130999998
     Tanzanie,2020-07-01,17566.566160000002,AFRIQUE,30935.490291000002
     Zambie,2020-07-01,13105.025,AFRIQUE,44040.515291
     Autres pays d'Afrique,2020-07-01,13.831999999999999,AFRIQUE,44054.347291000005
 IV. AMERIQUE,2020-07-01,3742.36126,AFRIQUE,47796.708551
       Etats-Unis ,2020-07-01,3579.05056,AFRIQUE,51375.75911100001
       Canada,2020-07-01,158.3897,AFRIQUE,51534.14881100001
       Autres pays d'Amérique,2020-07-01,4.920999999999999,AFRIQUE,51539.06981100001
  V. OCEANIE,2020-07-01,28.517000000000003,AFRIQUE,51567.58681100001
        Australie,2020-07-01,21.943,AFRIQUE,51589.52981100001
        Autres,2020-07-01,6.574,AFRIQUE,51596.10381100001
TOTAL,2020-07-01,98392.09908500001,AFRIQUE,149988.202896
  I. EUROPE,2020-08-01,3999.49741,AFRIQUE,153987.700306
   1. Union Européenne,2020-08-01,2920.42715,AFRIQUE,156908.12745600002
     Allemagne,2020-08-01,348.2475,AFRIQUE,157256.374956
     Belgique - Luxembourg,2020-08-01,1765.7378,AFRIQUE,159022.11275600002
     Danemark,2020-08-01,61.598819999999996,AFRIQUE,159083.71157600003
     Espagne,2020-08-01,29.58346,AFRIQUE,159113.29503600002
     France,2020-08-01,239.05232,AFRIQUE,159352.347356
     Irlande,2020-08-01,0.136,AFRIQUE,159352.483356
     Italie,2020-08-01,231.2997,AFRIQUE,159583.78305600001
     Pays-Bas,2020-08-01,78.87511,AFRIQUE,159662.658166
     Portugal,2020-08-01,79.18801,AFRIQUE,159741.84617600002
     Roumanie,2020-08-01,0.0,AFRIQUE,159741.84617600002
     Autres pays de l'U.E.,2020-08-01,86.70843,AFRIQUE,159828.55460600002
   2. AUTRES,2020-08-01,1079.07026,AFRIQUE,160907.62486600003
     Suisse,2020-08-01,26.089,AFRIQUE,160933.71386600003
     Turquie,2020-08-01,749.6862600000001,AFRIQUE,161683.40012600002
     Royaume-Uni,2020-08-01,255.855,AFRIQUE,161939.25512600003
     Russie,2020-08-01,0.032,AFRIQUE,161939.28712600004
     Autres pays d'Europe,2020-08-01,47.408,AFRIQUE,161986.69512600004
II. ASIE,2020-08-01,42036.78246199999,,
     Arabie Saoudite,2020-08-01,20056.451960999995,ASIE,20056.451960999995
     Bangladesh,2020-08-01,78.0976,ASIE,20134.549560999996
     Corée du Nord,2020-08-01,22.85,ASIE,20157.399560999995
     Corée du Sud,2020-08-01,120.41582000000001,ASIE,20277.815380999993
     Emirats Arabes Unis,2020-08-01,7351.516329,ASIE,27629.33170999999
     Hong-Kong,2020-08-01,94.239,ASIE,27723.570709999993
     Japon,2020-08-01,723.08746,ASIE,28446.65816999999
     Pakistan,2020-08-01,45.288,ASIE,28491.946169999992
     Rép. Pop. de Chine,2020-08-01,8377.521449999998,ASIE,36869.46761999999
     Taiwan,2020-08-01,4.62808,ASIE,36874.09569999999
     Union Indienne,2020-08-01,4094.900661999999,ASIE,40968.99636199999
     Autres pays d'Asie,2020-08-01,1067.7861000000005,ASIE,42036.78246199999
III. AFRIQUE,2020-08-01,54564.40309,,
     Afrique du Sud,2020-08-01,28.894,AFRIQUE,28.894
Egypte,2020-08-01,706.43,AFRIQUE,735.324
     Kenya,2020-08-01,3338.9699100000007,AFRIQUE,4074.293910000001
     Ouganda,2020-08-01,5139.428879999999,AFRIQUE,9213.72279
     R.D.C.(1) ,2020-08-01,2641.918,AFRIQUE,11855.64079
     Rwanda,2020-08-01,589.532,AFRIQUE,12445.172789999999
     Tanzanie,2020-08-01,28417.6253,AFRIQUE,40862.79809
     Zambie,2020-08-01,12210.178,AFRIQUE,53072.97609
     Autres pays d'Afrique,2020-08-01,1491.4270000000001,AFRIQUE,54564.40309
 IV. AMERIQUE,2020-08-01,603.83324,AFRIQUE,55168.23633
       Etats-Unis ,2020-08-01,511.51264000000003,AFRIQUE,55679.74897
       Canada,2020-08-01,92.1786,AFRIQUE,55771.92757
       Autres pays d'Amérique,2020-08-01,0.14200000000000002,AFRIQUE,55772.06957
  V. OCEANIE,2020-08-01,49.365,AFRIQUE,55821.43457
        Australie,2020-08-01,49.365,AFRIQUE,55870.799569999996
        Autres,2020-08-01,0.0,AFRIQUE,55870.799569999996
TOTAL,2020-08-01,101253.881202,AFRIQUE,157124.680772
  I. EUROPE,2020-09-01,5817.698213,AFRIQUE,162942.378985
   1. Union Européenne,2020-09-01,4024.2130299999994,AFRIQUE,166966.592015
     Allemagne,2020-09-01,340.55624,AFRIQUE,167307.148255
     Belgique - Luxembourg,2020-09-01,2964.33529,AFRIQUE,170271.483545
     Danemark,2020-09-01,56.1531,AFRIQUE,170327.636645
     Espagne,2020-09-01,1.335,AFRIQUE,170328.97164499998
     France,2020-09-01,87.15240000000001,AFRIQUE,170416.12404499998
     Irlande,2020-09-01,0.069,AFRIQUE,170416.19304499996
     Italie,2020-09-01,151.709,AFRIQUE,170567.90204499997
     Pays-Bas,2020-09-01,341.774,AFRIQUE,170909.67604499997
     Portugal,2020-09-01,32.816,AFRIQUE,170942.49204499996
     Roumanie,2020-09-01,0.0,AFRIQUE,170942.49204499996
     Autres pays de l'U.E.,2020-09-01,48.313,AFRIQUE,170990.80504499996
   2. AUTRES,2020-09-01,1793.4851830000002,AFRIQUE,172784.29022799997
     Suisse,2020-09-01,16.6465,AFRIQUE,172800.93672799997
     Turquie,2020-09-01,1501.239,AFRIQUE,174302.17572799997
     Royaume-Uni,2020-09-01,274.5886830000001,AFRIQUE,174576.76441099998
     Russie,2020-09-01,0.004,AFRIQUE,174576.76841099997
     Autres pays d'Europe,2020-09-01,1.0070000000000001,AFRIQUE,174577.77541099998
II. ASIE,2020-09-01,33329.95443600001,,
     Arabie Saoudite,2020-09-01,16642.432665,ASIE,16642.432665
     Bangladesh,2020-09-01,32.893,ASIE,16675.325665
     Corée du Nord,2020-09-01,17.975,ASIE,16693.300665
     Corée du Sud,2020-09-01,37.144,ASIE,16730.444665
     Emirats Arabes Unis,2020-09-01,4018.2863490000004,ASIE,20748.731014
     Hong-Kong,2020-09-01,63.897259999999996,ASIE,20812.628274000002
     Japon,2020-09-01,694.5734959999995,ASIE,21507.201770000003
     Pakistan,2020-09-01,245.0132,ASIE,21752.214970000005
     Rép. Pop. de Chine,2020-09-01,6865.57848,ASIE,28617.793450000005
     Taiwan,2020-09-01,0.003,ASIE,28617.796450000005
     Union Indienne,2020-09-01,3770.622516,ASIE,32388.418966000005
     Autres pays d'Asie,2020-09-01,941.5354699999998,ASIE,33329.95443600001
III. AFRIQUE,2020-09-01,63320.031014,,
     Afrique du Sud,2020-09-01,597.0377740000001,AFRIQUE,597.0377740000001
Egypte,2020-09-01,528.72822,AFRIQUE,1125.765994
     Kenya,2020-09-01,3074.8192300000005,AFRIQUE,4200.585224
     Ouganda,2020-09-01,3697.1717000000003,AFRIQUE,7897.756924000001
     R.D.C.(1) ,2020-09-01,2925.193,AFRIQUE,10822.949924
     Rwanda,2020-09-01,119.721,AFRIQUE,10942.670924
     Tanzanie,2020-09-01,40510.84709,AFRIQUE,51453.518014
     Zambie,2020-09-01,11782.314,AFRIQUE,63235.832014
     Autres pays d'Afrique,2020-09-01,84.199,AFRIQUE,63320.031014
 IV. AMERIQUE,2020-09-01,2095.43739,AFRIQUE,65415.468404
       Etats-Unis ,2020-09-01,957.4080299999999,AFRIQUE,66372.876434
       Canada,2020-09-01,1133.71236,AFRIQUE,67506.58879400001
       Autres pays d'Amérique,2020-09-01,4.317,AFRIQUE,67510.905794
  V. OCEANIE,2020-09-01,14.2685,AFRIQUE,67525.17429400001
        Australie,2020-09-01,14.2675,AFRIQUE,67539.44179400001
        Autres,2020-09-01,0.001,AFRIQUE,67539.44279400002
TOTAL,2020-09-01,104577.38955300002,AFRIQUE,172116.83234700002
  I. EUROPE,2020-10-01,14837.662650999999,AFRIQUE,186954.494998
   1. Union Européenne,2020-10-01,1493.4746510000007,AFRIQUE,188447.969649
     Allemagne,2020-10-01,255.77459999999996,AFRIQUE,188703.744249
     Belgique - Luxembourg,2020-10-01,760.0965,AFRIQUE,189463.84074900002
     Danemark,2020-10-01,32.64702,AFRIQUE,189496.48776900003
     Espagne,2020-10-01,0.350231,AFRIQUE,189496.83800000002
     France,2020-10-01,114.414,AFRIQUE,189611.252
     Grèce,2020-10-01,0.0,AFRIQUE,189611.252
     Irlande,2020-10-01,0.022,AFRIQUE,189611.274
     Italie,2020-10-01,173.98430000000002,AFRIQUE,189785.25830000002
     Pays-Bas,2020-10-01,21.627,AFRIQUE,189806.88530000002
     Portugal,2020-10-01,45.977,AFRIQUE,189852.86230000004
     Roumanie,2020-10-01,2.337,AFRIQUE,189855.19930000004
     Autres pays de l'U.E.,2020-10-01,86.2450000000008,AFRIQUE,189941.44430000003
   2. AUTRES,2020-10-01,13344.187999999998,AFRIQUE,203285.63230000003
     Suisse,2020-10-01,4.783,AFRIQUE,203290.41530000002
     Turquie,2020-10-01,1117.769,AFRIQUE,204408.18430000002
     Royaume-Uni,2020-10-01,5196.57,AFRIQUE,209604.75430000003
     Russie,2020-10-01,7000.013,AFRIQUE,216604.76730000004
     Autres pays d'Europe,2020-10-01,25.052999999999884,AFRIQUE,216629.82030000002
II. ASIE,2020-10-01,28322.032202999995,,
     Arabie Saoudite,2020-10-01,9447.729500999998,ASIE,9447.729500999998
     Bangladesh,2020-10-01,37.59497,ASIE,9485.324470999998
     Corée du Nord,2020-10-01,64.351,ASIE,9549.675470999999
     Corée du Sud,2020-10-01,4.924,ASIE,9554.599471
     Emirats Arabes Unis,2020-10-01,3190.641769,ASIE,12745.24124
     Hong-Kong,2020-10-01,6.982,ASIE,12752.22324
     Japon,2020-10-01,892.0854300000007,ASIE,13644.30867
     Pakistan,2020-10-01,147.14079999999998,ASIE,13791.44947
     Rép. Pop. de Chine,2020-10-01,7725.42107,ASIE,21516.87054
     Taiwan,2020-10-01,0.752,ASIE,21517.62254
     Union Indienne,2020-10-01,5220.001204999997,ASIE,26737.623744999997
     Autres pays d'Asie,2020-10-01,1584.408457999998,ASIE,28322.032202999995
III. AFRIQUE,2020-10-01,55486.468554999985,,
     Afrique du Sud,2020-10-01,627.8027,AFRIQUE,627.8027
Egypte,2020-10-01,1250.02084,AFRIQUE,1877.8235399999999
